GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,ADQ001
"G2901030","1850","Missouri","290","Knox","1030","Knox",2894
"G2901050","1850","Missouri","290","Laclede","1050","Laclede",2498
"G2901070","1850","Missouri","290","Lafayette","1070","Lafayette",13690
"G2901090","1850","Missouri","290","Lawrence","1090","Lawrence",4859
"G2901110","1850","Missouri","290","Lewis","1110","Lewis",6578
"G2901130","1850","Missouri","290","Lincoln","1130","Lincoln",9421
"G2901150","1850","Missouri","290","Linn","1150","Linn",4058
"G2901170","1850","Missouri","290","Livingston","1170","Livingston",4247
"G2901190","1850","Missouri","290","McDonald","1190","Mcdonald",2236
"G2901210","1850","Missouri","290","Macon","1210","Macon",6565
"G2901230","1850","Missouri","290","Madison","1230","Madison",6003
"G2901270","1850","Missouri","290","Marion","1270","Marion",12230
"G2901290","1850","Missouri","290","Mercer","1290","Mercer",2691
"G2901310","1850","Missouri","290","Miller","1310","Miller",3834
"G2901330","1850","Missouri","290","Mississippi","1330","Mississippi",3123
"G2901350","1850","Missouri","290","Moniteau","1350","Moniteau",6004
"G2901370","1850","Missouri","290","Monroe","1370","Monroe",10541
"G2901390","1850","Missouri","290","Montgomery","1390","Montgomery",5489
"G2901410","1850","Missouri","290","Morgan","1410","Morgan",4650
"G2901430","1850","Missouri","290","New Madrid","1430","New Madrid",5541
"G2901450","1850","Missouri","290","Newton","1450","Newton",4268
"G2901470","1850","Missouri","290","Nodaway","1470","Nodaway",2118
"G2901490","1850","Missouri","290","Oregon","1490","Oregon",1432
"G2901510","1850","Missouri","290","Osage","1510","Osage",6704
"G2901530","1850","Missouri","290","Ozark","1530","Ozark",2294
"G2901570","1850","Missouri","290","Perry","1570","Perry",7215
"G2901590","1850","Missouri","290","Pettis","1590","Pettis",5150
"G2901630","1850","Missouri","290","Pike","1630","Pike",13609
"G2901650","1850","Missouri","290","Platte","1650","Platte",16845
"G2901670","1850","Missouri","290","Polk","1670","Polk",6186
"G2901690","1850","Missouri","290","Pulaski","1690","Pulaski",3998
"G2901710","1850","Missouri","290","Putnam","1710","Putnam",1636
"G2901730","1850","Missouri","290","Ralls","1730","Ralls",6151
"G2901750","1850","Missouri","290","Randolph","1750","Randolph",9439
"G2901770","1850","Missouri","290","Ray","1770","Ray",10373
"G2901790","1850","Missouri","290","Reynolds","1790","Reynolds",1849
"G2901810","1850","Missouri","290","Ripley","1810","Ripley",2830
"G2901830","1850","Missouri","290","St Charles","1830","St Charles",11454
"G2901850","1850","Missouri","290","St Clair","1850","St Clair",3556
"G2901860","1850","Missouri","290","Ste Genevieve","1860","Ste Genevieve",5313
"G2901870","1850","Missouri","290","St Francois","1870","St Francois",4964
"G2901890","1850","Missouri","290","St Louis","1890","St Louis",104978
"G2901950","1850","Missouri","290","Saline","1950","Saline",8843
"G2901970","1850","Missouri","290","Schuyler","1970","Schuyler",3287
"G2901990","1850","Missouri","290","Scotland","1990","Scotland",3782
"G2902010","1850","Missouri","290","Scott","2010","Scott",3182
"G2902030","1850","Missouri","290","Shannon","2030","Shannon",1199
"G2902050","1850","Missouri","290","Shelby","2050","Shelby",4253
"G2902070","1850","Missouri","290","Stoddard","2070","Stoddard",4277
"G2902110","1850","Missouri","290","Sullivan","2110","Sullivan",2983
"G2902130","1850","Missouri","290","Taney","2130","Taney",4373
"G2902150","1850","Missouri","290","Texas","2150","Texas",2312
"G2902190","1850","Missouri","290","Warren","2190","Warren",5860
"G2902210","1850","Missouri","290","Washington","2210","Washington",8811
"G2902230","1850","Missouri","290","Wayne","2230","Wayne",4518
"G2902290","1850","Missouri","290","Wright","2290","Wright",3387
"G3300010","1850","New Hampshire","330","Belknap","0010","Belknap",17721
"G3300030","1850","New Hampshire","330","Carroll","0030","Carroll",20157
"G3300050","1850","New Hampshire","330","Cheshire","0050","Cheshire",30144
"G3300070","1850","New Hampshire","330","Coos","0070","Coos",11853
"G3300090","1850","New Hampshire","330","Grafton","0090","Grafton",42343
"G3300110","1850","New Hampshire","330","Hillsborough","0110","Hillsborough",57478
"G3300130","1850","New Hampshire","330","Merrimack","0130","Merrimack",40337
"G3300150","1850","New Hampshire","330","Rockingham","0150","Rockingham",49194
"G3300170","1850","New Hampshire","330","Strafford","0170","Strafford",29374
"G3300190","1850","New Hampshire","330","Sullivan","0190","Sullivan",19375
"G3400010","1850","New Jersey","340","Atlantic","0010","Atlantic",8961
"G3400030","1850","New Jersey","340","Bergen","0030","Bergen",14725
"G3400050","1850","New Jersey","340","Burlington","0050","Burlington",43203
"G3400070","1850","New Jersey","340","Camden","0070","Camden",25422
"G3400090","1850","New Jersey","340","Cape May","0090","Cape May",6433
"G3400110","1850","New Jersey","340","Cumberland","0110","Cumberland",17189
"G3400130","1850","New Jersey","340","Essex","0130","Essex",73950
"G3400150","1850","New Jersey","340","Gloucester","0150","Gloucester",14655
"G3400170","1850","New Jersey","340","Hudson","0170","Hudson",21822
"G3400190","1850","New Jersey","340","Hunterdon","0190","Hunterdon",28990
"G3400210","1850","New Jersey","340","Mercer","0210","Mercer",27992
"G3400230","1850","New Jersey","340","Middlesex","0230","Middlesex",28635
"G3400250","1850","New Jersey","340","Monmouth","0250","Monmouth",30313
"G3400270","1850","New Jersey","340","Morris","0270","Morris",30158
"G3400290","1850","New Jersey","340","Ocean","0290","Ocean",10032
"G3400310","1850","New Jersey","340","Passaic","0310","Passaic",22569
"G3400330","1850","New Jersey","340","Salem","0330","Salem",19467
"G3400350","1850","New Jersey","340","Somerset","0350","Somerset",19692
"G3400370","1850","New Jersey","340","Sussex","0370","Sussex",22989
"G3400410","1850","New Jersey","340","Warren","0410","Warren",22358
"G3550035","1850","New Mexico Territory","355","Bernalillo","0035","Bernalillo",7751
"G3550315","1850","New Mexico Territory","355","Rio Arriba","0315","Rio Arriba",10668
"G3550395","1850","New Mexico Territory","355","San Miguel","0395","San Miguel",7074
"G3550415","1850","New Mexico Territory","355","Santa Anna","0415","Santa Anna",4645
"G3550435","1850","New Mexico Territory","355","Santa Fe","0435","Santa Fe",7713
"G3550495","1850","New Mexico Territory","355","Taos","0495","Taos",9507
"G3550555","1850","New Mexico Territory","355","Valencia","0555","Valencia",14189
"G3600010","1850","New York","360","Albany","0010","Albany",93279
"G3600030","1850","New York","360","Allegany","0030","Allegany",37808
"G3600070","1850","New York","360","Broome","0070","Broome",30660
"G3600090","1850","New York","360","Cattaraugus","0090","Cattaraugus",38950
"G3600110","1850","New York","360","Cayuga","0110","Cayuga",55458
"G3600130","1850","New York","360","Chautauqua","0130","Chautauqua",50493
"G3600150","1850","New York","360","Chemung","0150","Chemung",28821
"G3600170","1850","New York","360","Chenango","0170","Chenango",40311
"G3600190","1850","New York","360","Clinton","0190","Clinton",40047
"G3600210","1850","New York","360","Columbia","0210","Columbia",43073
"G3600230","1850","New York","360","Cortland","0230","Cortland",25140
"G3600250","1850","New York","360","Delaware","0250","Delaware",39834
"G3600270","1850","New York","360","Dutchess","0270","Dutchess",58992
"G3600290","1850","New York","360","Erie","0290","Erie",100993
"G3600310","1850","New York","360","Essex","0310","Essex",31148
"G3600330","1850","New York","360","Franklin","0330","Franklin",25102
"G3600350","1850","New York","360","Fulton","0350","Fulton",20171
"G3600370","1850","New York","360","Genesee","0370","Genesee",28488
"G3600390","1850","New York","360","Greene","0390","Greene",33126
"G3600410","1850","New York","360","Hamilton","0410","Hamilton",2188
"G3600430","1850","New York","360","Herkimer","0430","Herkimer",38244
"G3600450","1850","New York","360","Jefferson","0450","Jefferson",68153
"G3600470","1850","New York","360","Kings","0470","Kings",138882
"G3600490","1850","New York","360","Lewis","0490","Lewis",24564
"G3600510","1850","New York","360","Livingston","0510","Livingston",40875
"G3600530","1850","New York","360","Madison","0530","Madison",43072
"G3600550","1850","New York","360","Monroe","0550","Monroe",87650
"G3600570","1850","New York","360","Montgomery","0570","Montgomery",31992
"G3600610","1850","New York","360","New York","0610","New York",515547
"G3600630","1850","New York","360","Niagara","0630","Niagara",42276
"G3600650","1850","New York","360","Oneida","0650","Oneida",99566
"G3600670","1850","New York","360","Onondaga","0670","Onondaga",85890
"G3600690","1850","New York","360","Ontario","0690","Ontario",43929
"G3600710","1850","New York","360","Orange","0710","Orange",57145
"G3600730","1850","New York","360","Orleans","0730","Orleans",28501
"G3600750","1850","New York","360","Oswego","0750","Oswego",62198
"G3600770","1850","New York","360","Otsego","0770","Otsego",48638
"G3600790","1850","New York","360","Putnam","0790","Putnam",14138
"G3600810","1850","New York","360","Queens","0810","Queens",36833
"G3600830","1850","New York","360","Rensselaer","0830","Rensselaer",73363
"G3600850","1850","New York","360","Richmond","0850","Richmond",15061
"G3600870","1850","New York","360","Rockland","0870","Rockland",16962
"G3600890","1850","New York","360","St Lawrence","0890","St Lawrence",68617
"G3600910","1850","New York","360","Saratoga","0910","Saratoga",45646
"G3600930","1850","New York","360","Schenectady","0930","Schenectady",20054
"G3600950","1850","New York","360","Schoharie","0950","Schoharie",33548
"G3600990","1850","New York","360","Seneca","0990","Seneca",25441
"G3601010","1850","New York","360","Steuben","1010","Steuben",63771
"G3601030","1850","New York","360","Suffolk","1030","Suffolk",36922
"G3601050","1850","New York","360","Sullivan","1050","Sullivan",25088
"G3601070","1850","New York","360","Tioga","1070","Tioga",24880
"G3601090","1850","New York","360","Tompkins","1090","Tompkins",38746
"G3601110","1850","New York","360","Ulster","1110","Ulster",59384
"G3601130","1850","New York","360","Warren","1130","Warren",17199
"G3601150","1850","New York","360","Washington","1150","Washington",44750
"G3601170","1850","New York","360","Wayne","1170","Wayne",44953
"G3601190","1850","New York","360","Westchester","1190","Westchester",58263
"G3601210","1850","New York","360","Wyoming","1210","Wyoming",31981
"G3601230","1850","New York","360","Yates","1230","Yates",20590
"G3700010","1850","North Carolina","370","Alamance","0010","Alamance",11444
"G3700030","1850","North Carolina","370","Alexander","0030","Alexander",5220
"G3700070","1850","North Carolina","370","Anson","0070","Anson",13489
"G3700090","1850","North Carolina","370","Ashe","0090","Ashe",8777
"G3700130","1850","North Carolina","370","Beaufort","0130","Beaufort",13816
"G3700150","1850","North Carolina","370","Bertie","0150","Bertie",12851
"G3700170","1850","North Carolina","370","Bladen","0170","Bladen",9767
"G3700190","1850","North Carolina","370","Brunswick","0190","Brunswick",7272
"G3700210","1850","North Carolina","370","Buncombe","0210","Buncombe",13425
"G3700230","1850","North Carolina","370","Burke","0230","Burke",7772
"G3700250","1850","North Carolina","370","Cabarrus","0250","Cabarrus",9747
"G3700270","1850","North Carolina","370","Caldwell","0270","Caldwell",6317
"G3700290","1850","North Carolina","370","Camden","0290","Camden",6049
"G3700310","1850","North Carolina","370","Carteret","0310","Carteret",6939
"G3700330","1850","North Carolina","370","Caswell","0330","Caswell",15269
"G3700350","1850","North Carolina","370","Catawba","0350","Catawba",8862
"G3700370","1850","North Carolina","370","Chatham","0370","Chatham",18449
"G3700390","1850","North Carolina","370","Cherokee","0390","Cherokee",6838
"G3700410","1850","North Carolina","370","Chowan","0410","Chowan",6721
"G3700450","1850","North Carolina","370","Cleveland","0450","Cleveland",10396
"G3700470","1850","North Carolina","370","Columbus","0470","Columbus",5909
"G3700490","1850","North Carolina","370","Craven","0490","Craven",14709
"G3700510","1850","North Carolina","370","Cumberland","0510","Cumberland",20610
"G3700530","1850","North Carolina","370","Currituck","0530","Currituck",7236
"G3700570","1850","North Carolina","370","Davidson","0570","Davidson",15320
"G3700590","1850","North Carolina","370","Davie","0590","Davie",7866
"G3700610","1850","North Carolina","370","Duplin","0610","Duplin",13514
"G3700650","1850","North Carolina","370","Edgecombe","0650","Edgecombe",17189
"G3700670","1850","North Carolina","370","Forsyth","0670","Forsyth",11168
"G3700690","1850","North Carolina","370","Franklin","0690","Franklin",11713
"G3700710","1850","North Carolina","370","Gaston","0710","Gaston",8073
"G3700730","1850","North Carolina","370","Gates","0730","Gates",8426
"G3700770","1850","North Carolina","370","Granville","0770","Granville",21249
"G3700790","1850","North Carolina","370","Greene","0790","Greene",6619
"G3700810","1850","North Carolina","370","Guilford","0810","Guilford",19754
"G3700830","1850","North Carolina","370","Halifax","0830","Halifax",16589
"G3700870","1850","North Carolina","370","Haywood","0870","Haywood",7074
"G3700890","1850","North Carolina","370","Henderson","0890","Henderson",6853
"G3700910","1850","North Carolina","370","Hertford","0910","Hertford",8142
"G3700950","1850","North Carolina","370","Hyde","0950","Hyde",7636
"G3700970","1850","North Carolina","370","Iredell","0970","Iredell",14719
"G3701010","1850","North Carolina","370","Johnston","1010","Johnston",13726
"G3701030","1850","North Carolina","370","Jones","1030","Jones",5038
"G3701070","1850","North Carolina","370","Lenoir","1070","Lenoir",7828
"G3701090","1850","North Carolina","370","Lincoln","1090","Lincoln",7746
"G3701110","1850","North Carolina","370","McDowell","1110","Mcdowell",6246
"G3701130","1850","North Carolina","370","Macon","1130","Macon",6389
"G3701170","1850","North Carolina","370","Martin","1170","Martin",8307
"G3701190","1850","North Carolina","370","Mecklenburg","1190","Mecklenburg",13914
"G3701230","1850","North Carolina","370","Montgomery","1230","Montgomery",6872
"G3701250","1850","North Carolina","370","Moore","1250","Moore",9342
"G3701270","1850","North Carolina","370","Nash","1270","Nash",10657
"G3701290","1850","North Carolina","370","New Hanover","1290","New Hanover",17668
"G3701310","1850","North Carolina","370","Northampton","1310","Northampton",13335
"G3701330","1850","North Carolina","370","Onslow","1330","Onslow",8283
"G3701350","1850","North Carolina","370","Orange","1350","Orange",17055
"G3701390","1850","North Carolina","370","Pasquotank","1390","Pasquotank",8950
"G3701430","1850","North Carolina","370","Perquimans","1430","Perquimans",7332
"G3701450","1850","North Carolina","370","Person","1450","Person",10781
"G3701470","1850","North Carolina","370","Pitt","1470","Pitt",13397
"G3701510","1850","North Carolina","370","Randolph","1510","Randolph",15832
"G3701530","1850","North Carolina","370","Richmond","1530","Richmond",9818
"G3701550","1850","North Carolina","370","Robeson","1550","Robeson",12826
"G3701570","1850","North Carolina","370","Rockingham","1570","Rockingham",14495
"G3701590","1850","North Carolina","370","Rowan","1590","Rowan",13870
"G3701610","1850","North Carolina","370","Rutherford","1610","Rutherford",13550
"G3701630","1850","North Carolina","370","Sampson","1630","Sampson",14585
"G3701670","1850","North Carolina","370","Stanly","1670","Stanly",6922
"G3701690","1850","North Carolina","370","Stokes","1690","Stokes",9206
"G3701710","1850","North Carolina","370","Surry","1710","Surry",18443
"G3701770","1850","North Carolina","370","Tyrrell","1770","Tyrrell",5133
"G3701790","1850","North Carolina","370","Union","1790","Union",10051
"G3701830","1850","North Carolina","370","Wake","1830","Wake",24888
"G3701850","1850","North Carolina","370","Warren","1850","Warren",13912
"G3701870","1850","North Carolina","370","Washington","1870","Washington",5664
"G3701890","1850","North Carolina","370","Watauga","1890","Watauga",3400
"G3701910","1850","North Carolina","370","Wayne","1910","Wayne",13486
"G3701930","1850","North Carolina","370","Wilkes","1930","Wilkes",12099
"G3701990","1850","North Carolina","370","Yancey","1990","Yancey",8205
"G3900010","1850","Ohio","390","Adams","0010","Adams",18883
"G3900030","1850","Ohio","390","Allen","0030","Allen",12109
"G3900050","1850","Ohio","390","Ashland","0050","Ashland",23813
"G3900070","1850","Ohio","390","Ashtabula","0070","Ashtabula",28767
"G3900090","1850","Ohio","390","Athens","0090","Athens",18215
"G3900110","1850","Ohio","390","Auglaize","0110","Auglaize",11338
"G3900130","1850","Ohio","390","Belmont","0130","Belmont",34600
"G3900150","1850","Ohio","390","Brown","0150","Brown",27332
"G3900170","1850","Ohio","390","Butler","0170","Butler",30789
"G3900190","1850","Ohio","390","Carroll","0190","Carroll",17685
"G3900210","1850","Ohio","390","Champaign","0210","Champaign",19782
"G3900230","1850","Ohio","390","Clark","0230","Clark",22178
"G3900250","1850","Ohio","390","Clermont","0250","Clermont",30455
"G3900270","1850","Ohio","390","Clinton","0270","Clinton",18838
"G3900290","1850","Ohio","390","Columbiana","0290","Columbiana",33621
"G3900310","1850","Ohio","390","Coshocton","0310","Coshocton",25674
"G3900330","1850","Ohio","390","Crawford","0330","Crawford",18177
"G3900350","1850","Ohio","390","Cuyahoga","0350","Cuyahoga",48099
"G3900370","1850","Ohio","390","Darke","0370","Darke",20276
"G3900390","1850","Ohio","390","Defiance","0390","Defiance",6966
"G3900410","1850","Ohio","390","Delaware","0410","Delaware",21817
"G3900430","1850","Ohio","390","Erie","0430","Erie",18568
"G3900450","1850","Ohio","390","Fairfield","0450","Fairfield",30264
"G3900470","1850","Ohio","390","Fayette","0470","Fayette",12726
"G3900490","1850","Ohio","390","Franklin","0490","Franklin",42909
"G3900510","1850","Ohio","390","Fulton","0510","Fulton",7781
"G3900530","1850","Ohio","390","Gallia","0530","Gallia",17063
"G3900550","1850","Ohio","390","Geauga","0550","Geauga",17827
"G3900570","1850","Ohio","390","Greene","0570","Greene",21946
"G3900590","1850","Ohio","390","Guernsey","0590","Guernsey",30438
"G3900610","1850","Ohio","390","Hamilton","0610","Hamilton",156844
"G3900630","1850","Ohio","390","Hancock","0630","Hancock",16751
"G3900650","1850","Ohio","390","Hardin","0650","Hardin",8251
"G3900670","1850","Ohio","390","Harrison","0670","Harrison",20157
"G3900690","1850","Ohio","390","Henry","0690","Henry",3434
"G3900710","1850","Ohio","390","Highland","0710","Highland",25781
"G3900730","1850","Ohio","390","Hocking","0730","Hocking",14119
"G3900750","1850","Ohio","390","Holmes","0750","Holmes",20452
"G3900770","1850","Ohio","390","Huron","0770","Huron",26203
"G3900790","1850","Ohio","390","Jackson","0790","Jackson",12719
"G3900810","1850","Ohio","390","Jefferson","0810","Jefferson",29133
"G3900830","1850","Ohio","390","Knox","0830","Knox",28872
"G3900850","1850","Ohio","390","Lake","0850","Lake",14654
"G3900870","1850","Ohio","390","Lawrence","0870","Lawrence",15246
"G3900890","1850","Ohio","390","Licking","0890","Licking",38846
"G3900910","1850","Ohio","390","Logan","0910","Logan",19162
"G3900930","1850","Ohio","390","Lorain","0930","Lorain",26086
"G3900950","1850","Ohio","390","Lucas","0950","Lucas",12363
"G3900970","1850","Ohio","390","Madison","0970","Madison",10015
"G3900990","1850","Ohio","390","Mahoning","0990","Mahoning",23735
"G3901010","1850","Ohio","390","Marion","1010","Marion",12618
"G3901030","1850","Ohio","390","Medina","1030","Medina",24441
"G3901050","1850","Ohio","390","Meigs","1050","Meigs",17971
"G3901070","1850","Ohio","390","Mercer","1070","Mercer",7712
"G3901090","1850","Ohio","390","Miami","1090","Miami",24999
"G3901110","1850","Ohio","390","Monroe","1110","Monroe",28351
"G3901130","1850","Ohio","390","Montgomery","1130","Montgomery",38218
"G3901150","1850","Ohio","390","Morgan","1150","Morgan",28585
"G3901170","1850","Ohio","390","Morrow","1170","Morrow",20280
"G3901190","1850","Ohio","390","Muskingum","1190","Muskingum",45049
"G3901230","1850","Ohio","390","Ottawa","1230","Ottawa",3308
"G3901250","1850","Ohio","390","Paulding","1250","Paulding",1766
"G3901270","1850","Ohio","390","Perry","1270","Perry",20775
"G3901290","1850","Ohio","390","Pickaway","1290","Pickaway",21006
"G3901310","1850","Ohio","390","Pike","1310","Pike",10953
"G3901330","1850","Ohio","390","Portage","1330","Portage",24419
"G3901350","1850","Ohio","390","Preble","1350","Preble",21736
"G3901370","1850","Ohio","390","Putnam","1370","Putnam",7221
"G3901390","1850","Ohio","390","Richland","1390","Richland",30879
"G3901410","1850","Ohio","390","Ross","1410","Ross",32074
"G3901430","1850","Ohio","390","Sandusky","1430","Sandusky",14305
"G3901450","1850","Ohio","390","Scioto","1450","Scioto",18428
"G3901470","1850","Ohio","390","Seneca","1470","Seneca",27104
"G3901490","1850","Ohio","390","Shelby","1490","Shelby",13958
"G3901510","1850","Ohio","390","Stark","1510","Stark",39878
"G3901530","1850","Ohio","390","Summit","1530","Summit",27485
"G3901550","1850","Ohio","390","Trumbull","1550","Trumbull",30490
"G3901570","1850","Ohio","390","Tuscarawas","1570","Tuscarawas",31761
"G3901590","1850","Ohio","390","Union","1590","Union",12204
"G3901610","1850","Ohio","390","Van Wert","1610","Van Wert",4793
"G3901630","1850","Ohio","390","Vinton","1630","Vinton",9353
"G3901650","1850","Ohio","390","Warren","1650","Warren",25560
"G3901670","1850","Ohio","390","Washington","1670","Washington",29540
"G3901690","1850","Ohio","390","Wayne","1690","Wayne",32981
"G3901710","1850","Ohio","390","Williams","1710","Williams",8018
"G3901730","1850","Ohio","390","Wood","1730","Wood",9157
"G3901750","1850","Ohio","390","Wyandot","1750","Wyandot",11194
"G4130015","1850","Oregon Territory","413","Benton","0015","Benton",814
"G4130035","1850","Oregon Territory","413","Clackamas","0035","Clackamas",1859
"G4130055","1850","Oregon Territory","413","Clark","0055","Clark",643
"G4130075","1850","Oregon Territory","413","Clatsop","0075","Clatsop",462
"G4130095","1850","Oregon Territory","413","Lewis","0095","Lewis",558
"G4130115","1850","Oregon Territory","413","Linn","0115","Linn",994
"G4130135","1850","Oregon Territory","413","Marion","0135","Marion",2749
"G4130155","1850","Oregon Territory","413","Polk","0155","Polk",1051
"G4130175","1850","Oregon Territory","413","Washington","0175","Washington",2652
"G4130195","1850","Oregon Territory","413","Yamhill","0195","Yamhill",1512
"G4200010","1850","Pennsylvania","420","Adams","0010","Adams",25981
"G4200030","1850","Pennsylvania","420","Allegheny","0030","Allegheny",138290
"G4200050","1850","Pennsylvania","420","Armstrong","0050","Armstrong",29560
"G4200070","1850","Pennsylvania","420","Beaver","0070","Beaver",26689
"G4200090","1850","Pennsylvania","420","Bedford","0090","Bedford",23052
"G4200110","1850","Pennsylvania","420","Berks","0110","Berks",77129
"G4200130","1850","Pennsylvania","420","Blair","0130","Blair",21777
"G4200150","1850","Pennsylvania","420","Bradford","0150","Bradford",42831
"G4200170","1850","Pennsylvania","420","Bucks","0170","Bucks",56091
"G4200190","1850","Pennsylvania","420","Butler","0190","Butler",30346
"G4200210","1850","Pennsylvania","420","Cambria","0210","Cambria",17773
"G4200250","1850","Pennsylvania","420","Carbon","0250","Carbon",15686
"G4200270","1850","Pennsylvania","420","Centre","0270","Centre",23355
"G4200290","1850","Pennsylvania","420","Chester","0290","Chester",66438
"G4200310","1850","Pennsylvania","420","Clarion","0310","Clarion",23565
"G4200330","1850","Pennsylvania","420","Clearfield","0330","Clearfield",12586
"G4200350","1850","Pennsylvania","420","Clinton","0350","Clinton",11207
"G4200370","1850","Pennsylvania","420","Columbia","0370","Columbia",17710
"G4200390","1850","Pennsylvania","420","Crawford","0390","Crawford",37849
"G4200410","1850","Pennsylvania","420","Cumberland","0410","Cumberland",34327
"G4200430","1850","Pennsylvania","420","Dauphin","0430","Dauphin",35754
"G4200450","1850","Pennsylvania","420","Delaware","0450","Delaware",24679
"G4200470","1850","Pennsylvania","420","Elk","0470","Elk",3531
"G4200490","1850","Pennsylvania","420","Erie","0490","Erie",38742
"G4200510","1850","Pennsylvania","420","Fayette","0510","Fayette",39112
"G4200550","1850","Pennsylvania","420","Franklin","0550","Franklin",39904
"G4200570","1850","Pennsylvania","420","Fulton","0570","Fulton",7567
"G4200590","1850","Pennsylvania","420","Greene","0590","Greene",22136
"G4200610","1850","Pennsylvania","420","Huntingdon","0610","Huntingdon",24786
"G4200630","1850","Pennsylvania","420","Indiana","0630","Indiana",27170
"G4200650","1850","Pennsylvania","420","Jefferson","0650","Jefferson",13518
"G4200670","1850","Pennsylvania","420","Juniata","0670","Juniata",13029
"G4200710","1850","Pennsylvania","420","Lancaster","0710","Lancaster",98944
"G4200730","1850","Pennsylvania","420","Lawrence","0730","Lawrence",21079
"G4200750","1850","Pennsylvania","420","Lebanon","0750","Lebanon",26071
"G4200770","1850","Pennsylvania","420","Lehigh","0770","Lehigh",32479
"G4200790","1850","Pennsylvania","420","Luzerne","0790","Luzerne",56072
"G4200810","1850","Pennsylvania","420","Lycoming","0810","Lycoming",26257
"G4200830","1850","Pennsylvania","420","McKean","0830","Mckean",5254
"G4200850","1850","Pennsylvania","420","Mercer","0850","Mercer",33172
"G4200870","1850","Pennsylvania","420","Mifflin","0870","Mifflin",14980
"G4200890","1850","Pennsylvania","420","Monroe","0890","Monroe",13270
"G4200910","1850","Pennsylvania","420","Montgomery","0910","Montgomery",58291
"G4200930","1850","Pennsylvania","420","Montour","0930","Montour",13239
"G4200950","1850","Pennsylvania","420","Northampton","0950","Northampton",40235
"G4200970","1850","Pennsylvania","420","Northumberland","0970","Northumberland",23272
"G4200990","1850","Pennsylvania","420","Perry","0990","Perry",20088
"G4201010","1850","Pennsylvania","420","Philadelphia","1010","Philadelphia",408762
"G4201030","1850","Pennsylvania","420","Pike","1030","Pike",5881
"G4201050","1850","Pennsylvania","420","Potter","1050","Potter",6048
"G4201070","1850","Pennsylvania","420","Schuylkill","1070","Schuylkill",60713
"G4201110","1850","Pennsylvania","420","Somerset","1110","Somerset",24416
"G4201130","1850","Pennsylvania","420","Sullivan","1130","Sullivan",3694
"G4201150","1850","Pennsylvania","420","Susquehanna","1150","Susquehanna",28688
"G4201170","1850","Pennsylvania","420","Tioga","1170","Tioga",23987
"G4201190","1850","Pennsylvania","420","Union","1190","Union",26083
"G4201210","1850","Pennsylvania","420","Venango","1210","Venango",18310
"G4201230","1850","Pennsylvania","420","Warren","1230","Warren",13671
"G4201250","1850","Pennsylvania","420","Washington","1250","Washington",44939
"G4201270","1850","Pennsylvania","420","Wayne","1270","Wayne",21890
"G4201290","1850","Pennsylvania","420","Westmoreland","1290","Westmoreland",51726
"G4201310","1850","Pennsylvania","420","Wyoming","1310","Wyoming",10655
"G4201330","1850","Pennsylvania","420","York","1330","York",57450
"G4400010","1850","Rhode Island","440","Bristol","0010","Bristol",8514
"G4400030","1850","Rhode Island","440","Kent","0030","Kent",15068
"G4400050","1850","Rhode Island","440","Newport","0050","Newport",20007
"G4400070","1850","Rhode Island","440","Providence","0070","Providence",87526
"G4400090","1850","Rhode Island","440","Washington","0090","Washington",16430
"G4500010","1850","South Carolina","450","Abbeville","0010","Abbeville",32318
"G4500070","1850","South Carolina","450","Anderson","0070","Anderson",21475
"G4500110","1850","South Carolina","450","Barnwell","0110","Barnwell",26608
"G4500130","1850","South Carolina","450","Beaufort","0130","Beaufort",38805
"G4500190","1850","South Carolina","450","Charleston","0190","Charleston",72805
"G4500230","1850","South Carolina","450","Chester","0230","Chester",18038
"G4500250","1850","South Carolina","450","Chesterfield","0250","Chesterfield",10790
"G4500290","1850","South Carolina","450","Colleton","0290","Colleton",39505
"G4500310","1850","South Carolina","450","Darlington","0310","Darlington",16831
"G4500370","1850","South Carolina","450","Edgefield","0370","Edgefield",39262
"G4500390","1850","South Carolina","450","Fairfield","0390","Fairfield",21404
"G4500430","1850","South Carolina","450","Georgetown","0430","Georgetown",20647
"G4500450","1850","South Carolina","450","Greenville","0450","Greenville",20156
"G4500510","1850","South Carolina","450","Horry","0510","Horry",7646
"G4500550","1850","South Carolina","450","Kershaw","0550","Kershaw",14473
"G4500570","1850","South Carolina","450","Lancaster","0570","Lancaster",10988
"G4500590","1850","South Carolina","450","Laurens","0590","Laurens",23407
"G4500630","1850","South Carolina","450","Lexington","0630","Lexington",12930
"G4500670","1850","South Carolina","450","Marion","0670","Marion",17407
"G4500690","1850","South Carolina","450","Marlboro","0690","Marlboro",10789
"G4500710","1850","South Carolina","450","Newberry","0710","Newberry",20143
"G4500750","1850","South Carolina","450","Orangeburg","0750","Orangeburg",23582
"G4500770","1850","South Carolina","450","Pickens","0770","Pickens",16904
"G4500790","1850","South Carolina","450","Richland","0790","Richland",20243
"G4500830","1850","South Carolina","450","Spartanburg","0830","Spartanburg",26400
"G4500850","1850","South Carolina","450","Sumter","0850","Sumter",33220
"G4500870","1850","South Carolina","450","Union","0870","Union",19851
"G4500890","1850","South Carolina","450","Williamsburg","0890","Williamsburg",12447
"G4500910","1850","South Carolina","450","York","0910","York",19433
